image,caption
../abc\EGFR\31527477_page6_480_1.jpg,Methylation-induced silencing of SPG20 facilitatesgastric cancer cell proliferation by activating the EGFR MAPK pathway
../abc\EGFR\31527477_page6_480_1.jpg,Nicastrin miR-30a-3p RAB31 Axis Regulates Keratinocyte Diﬀerentiation by Impairing EGFR Signaling inFamilial Acne Inversa
../abc\EGFR\31527477_page6_480_1.jpg,Substance-speciﬁcimportance of EGFR for vascular smooth muscle cells motility in primary culture
../abc\EGFR\31527477_page6_480_1.jpg,EGFR tyrosinekinase inhibitors activate autophagy as a cytoprotective response in human lung cancer cells
../abc\EGFR\31527477_page6_480_1.jpg,Cathepsin S attenuates endosomal EGFR signalling: Amechanical rationale for the combination of cathepsin S and EGFR tyrosine kinase inhibitors
../abc\EGFR\31527477_page6_480_1.jpg,The tyrosine phosphorylated pro-survival form ofFas intensiﬁes the EGF-induced signal in colorectal cancer cells through the nuclear EGFR STAT3-mediatedpathway
../abc\EGFR\31527477_page6_480_1.jpg,EGFR signaling and autophagy dependence for growth survival and therapyresistance
../abc\EGFR\31527477_page6_480_1.jpg,Targeting EGFR HER2 heterodimerization with a novel anti-HER2 domain II III antibody
../abc\EGFR\31527477_page6_480_1.jpg,EGFR mutations in lung cancer: Correlation with clinical response to geﬁtinib therapy
../abc\EGFR\31527477_page6_480_1.jpg,Structures of lungcancer-derived EGFR mutants and inhibitor complexes: Mechanism of activation and insights into diﬀerentialinhibitor sensitivity
../abc\EGFR\31527477_page6_480_1.jpg,Oncogenic transformation by inhibitor-sensitive and -resistant EGFR mutants
../abc\EGFR\31527477_page6_480_1.jpg,EGFR G796Dmutation mediates resistance to osimertinib
../abc\EGFR\31527477_page6_480_1.jpg,Combined inhibition of EGFR andc-ABL suppresses the growth of fulvestrant-resistant breast cancer cells through miR-375-autophagy axis
../abc\EGFR\31527477_page6_480_1.jpg,Extracellular domain of EpCAM enhances tumor progression through EGFR signaling in colon cancercells
../abc\EGFR\31527477_page6_480_1.jpg,CAPE-pNO2 Inhibited the Growthand Metastasis of Triple-Negative Breast Cancer via the EGFR STAT3 Akt E-Cadherin Signaling Pathway
../abc\EGFR\31527477_page6_480_1.jpg,Stress-Induced EGFR Traﬃcking: Mechanisms Functions and Therapeutic Implications
../abc\EGFR\31527477_page6_480_1.jpg,Positive feedback regulationbetween IL10 and EGFR promotes lung cancer formation
../abc\EGFR\31527477_page6_480_1.jpg,Epidermal growth factor receptor EGFR antibody-induced antibody-dependentcellular cytotoxicity plays a prominent role in inhibiting tumorigenesis even of tumor cells insensitive toEGFR signaling inhibition
../abc\EGFR\31527477_page6_480_1.jpg,Vertical suppression of the EGFR pathway prevents onset of resistance in colorectal cancers
../abc\EGFR\31527477_page6_480_1.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\EGFR\31527477_page6_480_1.jpg,inducible EGFR T790M-mediatedgeﬁtinib resistance in non-small cell lung cancer cells does not modulate sensitivity to PI103 provokedautophagy
../abc\EGFR\31527477_page6_480_1.jpg,NOX4 mediates cytoprotective autophagy induced by the EGFR inhibitorerlotinib in head and neck cancer cells
../abc\EGFR\31527477_page6_480_1.jpg,Anactivation of LC3A-mediated autophagy contributes to de novo and acquired resistance to EGFR tyrosinekinase inhibitors in lung adenocarcinoma
../abc\EGFR\31527477_page6_480_1.jpg,Blocking autophagy improves the anti-tumor activity of afatinib in lungadenocarcinoma with activating EGFR mutations in vitro and in vivo
../abc\EGFR\31527477_page6_480_1.jpg,The autophagy inhibitor chloroquineovercomes the innate resistance of wild-type EGFR non-small-cell lung cancer cells to erlotinib
../abc\EGFR\31527477_page6_480_1.jpg,Combined eﬀects of EGFR tyrosine kinase inhibitors and vATPase inhibitors in NSCLC cells
../abc\EGFR\31527477_page6_480_1.jpg,Roles of autophagy in cetuximab-mediated cancer therapy against EGFR
../abc\EGFR\31527477_page6_480_1.jpg,MicroRNA-7 expression in colorectal cancer is associated with poor prognosis and regulatescetuximab sensitivity via EGFR regulation
../abc\EGFR\31527477_page6_480_1.jpg,miR-217 and CAGEform feedback loop and regulates the response to anti-cancer drugs through EGFR and HER2
../abc\EGFR\31527477_page6_480_1.jpg,Synergy between next generation EGFR tyrosinekinase inhibitors and miR-34a in the inhibition of non-small cell lung cancer
../abc\EGFR\31527477_page6_480_1.jpg,Histone Deacetylase-3 CAGE Axis Targets EGFR Signaling andRegulates the Response to Anti-Cancer Drugs
../abc\EGFR\31527477_page6_480_1.jpg,Dual targeting of EGFR can overcome a major drug resistance mutation in mousemodels of EGFR mutant lung cancer
../abc\EGFR\31527477_page6_480_1.jpg,The Presence of Concomitant Mutations Aﬀects the Activity of EGFR Tyrosine KinaseInhibitors in EGFR-Mutant Non-Small Cell Lung Cancer NSCLC Patients
../abc\EGFR\31527477_page6_480_1.jpg,Targeting the EMT transcription factor TWIST1overcomes resistance to EGFR inhibitors in EGFR-mutant non-small-cell lung cancer
../abc\EGFR\31527477_page6_480_2.jpg,EGFR tyrosine kinase inhibition induces autophagy in cancercells
../abc\EGFR\31527477_page6_480_2.jpg,RUBCN rubicon and EGFR regulate lysosomaldegradative processes in the retinal pigment epithelium RPE of the eye
../abc\EGFR\31527477_page6_480_2.jpg,Methylation-induced silencing of SPG20 facilitatesgastric cancer cell proliferation by activating the EGFR MAPK pathway
../abc\EGFR\31527477_page6_480_2.jpg,Nicastrin miR-30a-3p RAB31 Axis Regulates Keratinocyte Diﬀerentiation by Impairing EGFR Signaling inFamilial Acne Inversa
../abc\EGFR\31527477_page6_480_2.jpg,Substance-speciﬁcimportance of EGFR for vascular smooth muscle cells motility in primary culture
../abc\EGFR\31527477_page6_480_2.jpg,EGFR tyrosinekinase inhibitors activate autophagy as a cytoprotective response in human lung cancer cells
../abc\EGFR\31527477_page6_480_2.jpg,Cathepsin S attenuates endosomal EGFR signalling: Amechanical rationale for the combination of cathepsin S and EGFR tyrosine kinase inhibitors
../abc\EGFR\31527477_page6_480_2.jpg,The tyrosine phosphorylated pro-survival form ofFas intensiﬁes the EGF-induced signal in colorectal cancer cells through the nuclear EGFR STAT3-mediatedpathway
../abc\EGFR\31527477_page6_480_2.jpg,EGFR signaling and autophagy dependence for growth survival and therapyresistance
../abc\EGFR\31527477_page6_480_2.jpg,Targeting EGFR HER2 heterodimerization with a novel anti-HER2 domain II III antibody
../abc\EGFR\31527477_page6_480_2.jpg,EGFR mutations in lung cancer: Correlation with clinical response to geﬁtinib therapy
../abc\EGFR\31527477_page6_480_2.jpg,Structures of lungcancer-derived EGFR mutants and inhibitor complexes: Mechanism of activation and insights into diﬀerentialinhibitor sensitivity
../abc\EGFR\31527477_page6_480_2.jpg,Oncogenic transformation by inhibitor-sensitive and -resistant EGFR mutants
../abc\EGFR\31527477_page6_480_2.jpg,EGFR G796Dmutation mediates resistance to osimertinib
../abc\EGFR\31527477_page6_480_2.jpg,Combined inhibition of EGFR andc-ABL suppresses the growth of fulvestrant-resistant breast cancer cells through miR-375-autophagy axis
../abc\EGFR\31527477_page6_480_2.jpg,Extracellular domain of EpCAM enhances tumor progression through EGFR signaling in colon cancercells
../abc\EGFR\31527477_page6_480_2.jpg,CAPE-pNO2 Inhibited the Growthand Metastasis of Triple-Negative Breast Cancer via the EGFR STAT3 Akt E-Cadherin Signaling Pathway
../abc\EGFR\31527477_page6_480_2.jpg,Stress-Induced EGFR Traﬃcking: Mechanisms Functions and Therapeutic Implications
../abc\EGFR\31527477_page6_480_2.jpg,Positive feedback regulationbetween IL10 and EGFR promotes lung cancer formation
../abc\EGFR\31527477_page6_480_2.jpg,Epidermal growth factor receptor EGFR antibody-induced antibody-dependentcellular cytotoxicity plays a prominent role in inhibiting tumorigenesis even of tumor cells insensitive toEGFR signaling inhibition
../abc\EGFR\31527477_page6_480_2.jpg,Vertical suppression of the EGFR pathway prevents onset of resistance in colorectal cancers
../abc\EGFR\31527477_page6_480_2.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\EGFR\31527477_page6_480_2.jpg,inducible EGFR T790M-mediatedgeﬁtinib resistance in non-small cell lung cancer cells does not modulate sensitivity to PI103 provokedautophagy
../abc\EGFR\31527477_page6_480_2.jpg,NOX4 mediates cytoprotective autophagy induced by the EGFR inhibitorerlotinib in head and neck cancer cells
../abc\EGFR\31527477_page6_480_2.jpg,Anactivation of LC3A-mediated autophagy contributes to de novo and acquired resistance to EGFR tyrosinekinase inhibitors in lung adenocarcinoma
../abc\EGFR\31527477_page6_480_2.jpg,Blocking autophagy improves the anti-tumor activity of afatinib in lungadenocarcinoma with activating EGFR mutations in vitro and in vivo
../abc\EGFR\31527477_page6_480_2.jpg,The autophagy inhibitor chloroquineovercomes the innate resistance of wild-type EGFR non-small-cell lung cancer cells to erlotinib
../abc\EGFR\31527477_page6_480_2.jpg,Combined eﬀects of EGFR tyrosine kinase inhibitors and vATPase inhibitors in NSCLC cells
../abc\EGFR\31527477_page6_480_2.jpg,Roles of autophagy in cetuximab-mediated cancer therapy against EGFR
../abc\EGFR\31527477_page6_480_2.jpg,MicroRNA-7 expression in colorectal cancer is associated with poor prognosis and regulatescetuximab sensitivity via EGFR regulation
../abc\EGFR\31527477_page6_480_2.jpg,miR-217 and CAGEform feedback loop and regulates the response to anti-cancer drugs through EGFR and HER2
../abc\EGFR\31527477_page6_480_2.jpg,Synergy between next generation EGFR tyrosinekinase inhibitors and miR-34a in the inhibition of non-small cell lung cancer
../abc\EGFR\31527477_page6_480_2.jpg,Histone Deacetylase-3 CAGE Axis Targets EGFR Signaling andRegulates the Response to Anti-Cancer Drugs
../abc\EGFR\31527477_page6_480_2.jpg,Dual targeting of EGFR can overcome a major drug resistance mutation in mousemodels of EGFR mutant lung cancer
../abc\EGFR\31527477_page6_480_2.jpg,The Presence of Concomitant Mutations Aﬀects the Activity of EGFR Tyrosine KinaseInhibitors in EGFR-Mutant Non-Small Cell Lung Cancer NSCLC Patients
../abc\EGFR\31527477_page6_480_2.jpg,Targeting the EMT transcription factor TWIST1overcomes resistance to EGFR inhibitors in EGFR-mutant non-small-cell lung cancer
../abc\EGFR\31527477_page7_566_0.jpg,EGFR tyrosine kinase inhibition induces autophagy in cancercells
../abc\EGFR\31527477_page7_566_0.jpg,RUBCN rubicon and EGFR regulate lysosomaldegradative processes in the retinal pigment epithelium RPE of the eye
../abc\EGFR\31527477_page7_566_0.jpg,Methylation-induced silencing of SPG20 facilitatesgastric cancer cell proliferation by activating the EGFR MAPK pathway
../abc\EGFR\31527477_page7_566_0.jpg,Nicastrin miR-30a-3p RAB31 Axis Regulates Keratinocyte Diﬀerentiation by Impairing EGFR Signaling inFamilial Acne Inversa
../abc\EGFR\31527477_page7_566_0.jpg,Substance-speciﬁcimportance of EGFR for vascular smooth muscle cells motility in primary culture
../abc\EGFR\31527477_page7_566_0.jpg,EGFR tyrosinekinase inhibitors activate autophagy as a cytoprotective response in human lung cancer cells
../abc\EGFR\31527477_page7_566_0.jpg,Cathepsin S attenuates endosomal EGFR signalling: Amechanical rationale for the combination of cathepsin S and EGFR tyrosine kinase inhibitors
../abc\EGFR\31527477_page7_566_0.jpg,The tyrosine phosphorylated pro-survival form ofFas intensiﬁes the EGF-induced signal in colorectal cancer cells through the nuclear EGFR STAT3-mediatedpathway
../abc\EGFR\31527477_page7_566_0.jpg,EGFR signaling and autophagy dependence for growth survival and therapyresistance
../abc\EGFR\31527477_page7_566_0.jpg,Targeting EGFR HER2 heterodimerization with a novel anti-HER2 domain II III antibody
../abc\EGFR\31527477_page7_566_0.jpg,EGFR mutations in lung cancer: Correlation with clinical response to geﬁtinib therapy
../abc\EGFR\31527477_page7_566_0.jpg,Structures of lungcancer-derived EGFR mutants and inhibitor complexes: Mechanism of activation and insights into diﬀerentialinhibitor sensitivity
../abc\EGFR\31527477_page7_566_0.jpg,Oncogenic transformation by inhibitor-sensitive and -resistant EGFR mutants
../abc\EGFR\31527477_page7_566_0.jpg,EGFR G796Dmutation mediates resistance to osimertinib
../abc\EGFR\31527477_page7_566_0.jpg,Combined inhibition of EGFR andc-ABL suppresses the growth of fulvestrant-resistant breast cancer cells through miR-375-autophagy axis
../abc\EGFR\31527477_page7_566_0.jpg,Extracellular domain of EpCAM enhances tumor progression through EGFR signaling in colon cancercells
../abc\EGFR\31527477_page7_566_0.jpg,CAPE-pNO2 Inhibited the Growthand Metastasis of Triple-Negative Breast Cancer via the EGFR STAT3 Akt E-Cadherin Signaling Pathway
../abc\EGFR\31527477_page7_566_0.jpg,Stress-Induced EGFR Traﬃcking: Mechanisms Functions and Therapeutic Implications
../abc\EGFR\31527477_page7_566_0.jpg,Positive feedback regulationbetween IL10 and EGFR promotes lung cancer formation
../abc\EGFR\31527477_page7_566_0.jpg,Epidermal growth factor receptor EGFR antibody-induced antibody-dependentcellular cytotoxicity plays a prominent role in inhibiting tumorigenesis even of tumor cells insensitive toEGFR signaling inhibition
../abc\EGFR\31527477_page7_566_0.jpg,Vertical suppression of the EGFR pathway prevents onset of resistance in colorectal cancers
../abc\EGFR\31527477_page7_566_0.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\EGFR\31527477_page7_566_0.jpg,inducible EGFR T790M-mediatedgeﬁtinib resistance in non-small cell lung cancer cells does not modulate sensitivity to PI103 provokedautophagy
../abc\EGFR\31527477_page7_566_0.jpg,NOX4 mediates cytoprotective autophagy induced by the EGFR inhibitorerlotinib in head and neck cancer cells
../abc\EGFR\31527477_page7_566_0.jpg,Anactivation of LC3A-mediated autophagy contributes to de novo and acquired resistance to EGFR tyrosinekinase inhibitors in lung adenocarcinoma
../abc\EGFR\31527477_page7_566_0.jpg,Blocking autophagy improves the anti-tumor activity of afatinib in lungadenocarcinoma with activating EGFR mutations in vitro and in vivo
../abc\EGFR\31527477_page7_566_0.jpg,The autophagy inhibitor chloroquineovercomes the innate resistance of wild-type EGFR non-small-cell lung cancer cells to erlotinib
../abc\EGFR\31527477_page7_566_0.jpg,Combined eﬀects of EGFR tyrosine kinase inhibitors and vATPase inhibitors in NSCLC cells
../abc\EGFR\31527477_page7_566_0.jpg,Roles of autophagy in cetuximab-mediated cancer therapy against EGFR
../abc\EGFR\31527477_page7_566_0.jpg,MicroRNA-7 expression in colorectal cancer is associated with poor prognosis and regulatescetuximab sensitivity via EGFR regulation
../abc\EGFR\31527477_page7_566_0.jpg,miR-217 and CAGEform feedback loop and regulates the response to anti-cancer drugs through EGFR and HER2
../abc\EGFR\31527477_page7_566_0.jpg,Synergy between next generation EGFR tyrosinekinase inhibitors and miR-34a in the inhibition of non-small cell lung cancer
../abc\EGFR\31527477_page7_566_0.jpg,Histone Deacetylase-3 CAGE Axis Targets EGFR Signaling andRegulates the Response to Anti-Cancer Drugs
../abc\EGFR\31527477_page7_566_0.jpg,Dual targeting of EGFR can overcome a major drug resistance mutation in mousemodels of EGFR mutant lung cancer
../abc\EGFR\31527477_page7_566_0.jpg,The Presence of Concomitant Mutations Aﬀects the Activity of EGFR Tyrosine KinaseInhibitors in EGFR-Mutant Non-Small Cell Lung Cancer NSCLC Patients
../abc\EGFR\31527477_page7_566_0.jpg,Targeting the EMT transcription factor TWIST1overcomes resistance to EGFR inhibitors in EGFR-mutant non-small-cell lung cancer
../abc\EGFR\32516941_page12_150_0.jpg,The combination ofgeﬁtinib and GM-CSF treatment recover T cell inﬁltration in EGFR exon 19 deletion tumors [199]
../abc\EGFR\32516941_page12_150_0.jpg,Theassessment of EGFR mutations for example in plasma exosomes in NSCLC patients could furtherreveal the relevance of the experimental data
../abc\EGFR\32516941_page12_150_0.jpg,Hypofractionated EGFR tyrosine kinase inhibitor limits tumor relapse through triggering innate and adaptiveimmunity
../abc\EGFR\32516941_page12_150_0.jpg,An ex vivo human tumor assay shows distinct patterns of EGFR traﬃcking in squamouscell carcinoma correlating to therapeutic outcomes
../abc\EGFR\32516941_page12_150_0.jpg,Stresshormones promote EGFR inhibitor resistance in NSCLC: Implications for combinations with beta-blockers
../abc\EGFR\32516941_page12_150_0.jpg,Anti-epidermal growth factor vaccine antibodiesenhance the eﬃcacy of tyrosine kinase inhibitors and delay the emergence of resistance in EGFR mutantlung cancer cells
../abc\EGFR\32516941_page12_150_0.jpg,Fatty acid synthase mediates EGFR palmitoylation in EGFR mutated non-small cell lung cancer
../abc\EGFR\32516941_page12_150_0.jpg,EGFR E746-A750 deletion in lung cancer repressesantitumor immunity through the exosome-mediated inhibition of dendritic cells
../abc\EGFR\32516941_page16_222_0.jpg,The combination ofgeﬁtinib and GM-CSF treatment recover T cell inﬁltration in EGFR exon 19 deletion tumors [199]
../abc\EGFR\32516941_page16_222_0.jpg,Theassessment of EGFR mutations for example in plasma exosomes in NSCLC patients could furtherreveal the relevance of the experimental data
../abc\EGFR\32516941_page16_222_0.jpg,Hypofractionated EGFR tyrosine kinase inhibitor limits tumor relapse through triggering innate and adaptiveimmunity
../abc\EGFR\32516941_page16_222_0.jpg,An ex vivo human tumor assay shows distinct patterns of EGFR traﬃcking in squamouscell carcinoma correlating to therapeutic outcomes
../abc\EGFR\32516941_page16_222_0.jpg,Stresshormones promote EGFR inhibitor resistance in NSCLC: Implications for combinations with beta-blockers
../abc\EGFR\32516941_page16_222_0.jpg,Anti-epidermal growth factor vaccine antibodiesenhance the eﬃcacy of tyrosine kinase inhibitors and delay the emergence of resistance in EGFR mutantlung cancer cells
../abc\EGFR\32516941_page16_222_0.jpg,Fatty acid synthase mediates EGFR palmitoylation in EGFR mutated non-small cell lung cancer
../abc\EGFR\32516941_page16_222_0.jpg,EGFR E746-A750 deletion in lung cancer repressesantitumor immunity through the exosome-mediated inhibition of dendritic cells
../abc\EGFR\33114576_page2_246_0.jpg,EGFR mutation subtypes and response to immune checkpoint blockade treatment innon-small-cell lung cancer
../abc\EGFR\33114576_page2_246_0.jpg,TP53 STK11 and EGFR mutations predict tumor immune proﬁle andthe response to anti–PD-1 in lung adenocarcinoma
../abc\EGFR\33114576_page2_246_0.jpg,Exogenous Restoration of TUSC2 Expression Induces Responsiveness to Erlotinib inWildtype Epidermal Growth Factor Receptor EGFR Lung Cancer Cells through Context Speciﬁc PathwaysResulting in Enhanced Therapeutic Eﬃcacy
../abc\EGFR\33114576_page2_246_0.jpg,BIN1 reversesPD-L1-mediated immune escape by inactivating the c-MYC and EGFR MAPK signaling pathways innon-small cell lung cancer
../abc\EGFR\33114576_page2_246_0.jpg,Impact of cytotoxic chemotherapy on PD-L1 expression in patients with non–small cell lung cancer negativefor EGFR mutation and ALK fusion
../abc\EGFR\33114576_page2_246_0.jpg,Atezolizumab plus bevacizumab and chemotherapy innon-small-cell lung cancer IMpower150 : Key subgroup analyses of patients with EGFR mutations orbaseline liver metastases in a randomised open-label phase 3 trial
../abc\EGFR\33562150_page1_85_0.jpg,Advances on EGFR mutation for lung cancer
../abc\EGFR\33562150_page1_85_0.jpg,EGFR Mutations and Resistance toIrreversible Pyrimidine-Based EGFR Inhibitors
../abc\EGFR\33562150_page1_85_0.jpg,Osimertinib versus platinum-pemetrexed for patients with EGFR T790M advanced NSCLC and progression on aprior EGFR-tyrosine kinase inhibitor: AURA3 overall survival analysis
../abc\EGFR\33562150_page1_85_0.jpg,The next tier of EGFR resistance mutations in lung cancer
../abc\EGFR\33562150_page1_85_0.jpg,Tyrosine Kinase Inhibitors for the Treatment of EGFR Mutation-Positive Non-Small-Cell Lung Cancer: AClash of the Generations
../abc\EGFR\33562150_page1_85_0.jpg,An epithelial-mesenchymal transition gene signature predicts resistance to EGFR and PI3K inhibitors and identiﬁes Axl as a therapeutic targetfor overcoming EGFR inhibitor resistance
../abc\EGFR\33562150_page1_85_0.jpg,Strategies to Overcome Bypass Mechanisms Mediating Clinical Resistance to EGFR Tyrosine Kinase Inhibition in Lung Cancer
../abc\EGFR\33562150_page1_85_0.jpg,A YAP FOXM1axis mediates EMT-associated EGFR inhibitor resistance and increased expression of spindle assembly checkpoint components
../abc\EGFR\33562150_page1_85_0.jpg,Enhanced YAP expression leads to EGFR TKI resistance in lungadenocarcinomas
../abc\EGFR\33562150_page1_85_0.jpg,YAP-Dependent Axl Overexpression Mediates Resistance to EGFR Inhibitors in NSCLC
../abc\EGFR\33562150_page1_85_0.jpg,Targeting histone deacetylase SIRT1selectively eradicates EGFR TKI-resistant cancer stem cells via regulation of mitochondrial oxidative phosphorylation in lungadenocarcinoma
../abc\EGFR\33562150_page1_85_0.jpg,Epithelial-mesenchymal transition EMT beyond EGFR mutations per se is a common mechanism for acquired resistance to EGFR TKI
../abc\EGFR\33562150_page1_85_0.jpg,PD-L1 confers resistance to EGFR mutation-independent tyrosinekinase inhibitors in non-small cell lung cancer via upregulation of YAP1 expression
../abc\EGFR\33562150_page1_85_0.jpg,MERTK Promotes Resistance toIrreversible EGFR Tyrosine Kinase Inhibitors in Non-small Cell Lung Cancers Expressing Wild-type EGFR Family Members
../abc\EGFR\33562150_page2_105_0.jpg,Advances on EGFR mutation for lung cancer
../abc\EGFR\33562150_page2_105_0.jpg,EGFR Mutations and Resistance toIrreversible Pyrimidine-Based EGFR Inhibitors
../abc\EGFR\33562150_page2_105_0.jpg,Osimertinib versus platinum-pemetrexed for patients with EGFR T790M advanced NSCLC and progression on aprior EGFR-tyrosine kinase inhibitor: AURA3 overall survival analysis
../abc\EGFR\33562150_page2_105_0.jpg,The next tier of EGFR resistance mutations in lung cancer
../abc\EGFR\33562150_page2_105_0.jpg,Tyrosine Kinase Inhibitors for the Treatment of EGFR Mutation-Positive Non-Small-Cell Lung Cancer: AClash of the Generations
../abc\EGFR\33562150_page2_105_0.jpg,An epithelial-mesenchymal transition gene signature predicts resistance to EGFR and PI3K inhibitors and identiﬁes Axl as a therapeutic targetfor overcoming EGFR inhibitor resistance
../abc\EGFR\33562150_page2_105_0.jpg,Strategies to Overcome Bypass Mechanisms Mediating Clinical Resistance to EGFR Tyrosine Kinase Inhibition in Lung Cancer
../abc\EGFR\33562150_page2_105_0.jpg,A YAP FOXM1axis mediates EMT-associated EGFR inhibitor resistance and increased expression of spindle assembly checkpoint components
../abc\EGFR\33562150_page2_105_0.jpg,Enhanced YAP expression leads to EGFR TKI resistance in lungadenocarcinomas
../abc\EGFR\33562150_page2_105_0.jpg,YAP-Dependent Axl Overexpression Mediates Resistance to EGFR Inhibitors in NSCLC
../abc\EGFR\33562150_page2_105_0.jpg,Targeting histone deacetylase SIRT1selectively eradicates EGFR TKI-resistant cancer stem cells via regulation of mitochondrial oxidative phosphorylation in lungadenocarcinoma
../abc\EGFR\33562150_page2_105_0.jpg,Epithelial-mesenchymal transition EMT beyond EGFR mutations per se is a common mechanism for acquired resistance to EGFR TKI
../abc\EGFR\33562150_page2_105_0.jpg,PD-L1 confers resistance to EGFR mutation-independent tyrosinekinase inhibitors in non-small cell lung cancer via upregulation of YAP1 expression
../abc\EGFR\33562150_page2_105_0.jpg,MERTK Promotes Resistance toIrreversible EGFR Tyrosine Kinase Inhibitors in Non-small Cell Lung Cancers Expressing Wild-type EGFR Family Members
../abc\ERK\26675306_page3_47_0.jpg,MEK ERK inhibitor U0126 affects in vitro and in vivo growth ofembryonal rhabdomyosarcoma Mol
../abc\ERK\28208579_page7_414_0.jpg,For example TLR2activates JNK and ERK signaling which in turn stimulate phagocytosis and autophagy enhancing thehost innate immune response [172 173]
../abc\ERK\28208579_page7_414_0.jpg,TLR2 and RIP2 pathways mediate autophagy of Listeria monocytogenes viaextracellular signal-regulated kinase ERK activation
../abc\ERK\29734788_page14_234_0.jpg,Resistance to EGFR inhibitors: EGFR receptors activated by the EGF ligands induce three mainpro-survival signaling pathways: SRC JAK STAT signaling RAS RAF MEK ERK signaling andPI3K AKT mTOR signaling
../abc\ERK\30445769_page5_448_0.jpg,The activation of the AXLby GAS6 leads to activation of the MEK ERK and PI3K AKT pathways and acquired resistanceto EGFR-TKIs [80]
../abc\ERK\31387256_page10_565_0.jpg,1 TOB1 through modulation of the MAPK ERK pathway
../abc\ERK\31387256_page2_203_0.jpg,1 TOB1 through modulation of the MAPK ERK pathway
../abc\ERK\31527477_page7_566_0.jpg,SCH772984 targets ERK activity
../abc\ERK\31527477_page7_566_0.jpg,Inhibition of Autophagy Promotes Salinomycin-Induced Apoptosis via Reactive Oxygen Species-MediatedPI3K AKT mTOR and ERK p38 MAPK-Dependent Signaling in Human Prostate Cancer Cells
../abc\ERK\31988639_page10_712_0.jpg,Signal transductionmediated by the Ras Raf MEK ERK pathway from cytokine receptors to transcription factors: potential targeting fortherapeutic intervention
../abc\ERK\31988639_page10_712_0.jpg,Extracellular signal-regulated kinase ERK regulates cortactinubiquitination and degradation in lung epithelial cells
../abc\ERK\31988639_page10_712_0.jpg,TRAF1 Is Criticalfor Regulating the BRAF MEK ERK Pathway in Non-Small Cell Lung Carcinogenesis
../abc\ERK\31988639_page10_712_0.jpg,Meaningful relationships: the regulation of the Ras Raf MEK ERK pathway by protein interactions
../abc\ERK\31988639_page5_537_0.jpg,Signal transductionmediated by the Ras Raf MEK ERK pathway from cytokine receptors to transcription factors: potential targeting fortherapeutic intervention
../abc\ERK\31988639_page5_537_0.jpg,Extracellular signal-regulated kinase ERK regulates cortactinubiquitination and degradation in lung epithelial cells
../abc\ERK\31988639_page5_537_0.jpg,TRAF1 Is Criticalfor Regulating the BRAF MEK ERK Pathway in Non-Small Cell Lung Carcinogenesis
../abc\ERK\31988639_page5_537_0.jpg,Meaningful relationships: the regulation of the Ras Raf MEK ERK pathway by protein interactions
../abc\ERK\31988639_page5_537_1.jpg,Signal transductionmediated by the Ras Raf MEK ERK pathway from cytokine receptors to transcription factors: potential targeting fortherapeutic intervention
../abc\ERK\31988639_page5_537_1.jpg,Extracellular signal-regulated kinase ERK regulates cortactinubiquitination and degradation in lung epithelial cells
../abc\ERK\31988639_page5_537_1.jpg,TRAF1 Is Criticalfor Regulating the BRAF MEK ERK Pathway in Non-Small Cell Lung Carcinogenesis
../abc\ERK\31988639_page5_537_1.jpg,Meaningful relationships: the regulation of the Ras Raf MEK ERK pathway by protein interactions
../abc\ERK\32549388_page2_94_0.jpg,For example miR-641 wasfound to activate ERK signaling by directly targeting neuroﬁbromatosis
../abc\ERK\33114576_page2_246_0.jpg,EGF: Epidermal Growth Factor; EGFR: Epidermal Growth Factor receptor; EML4-ALK: echinoderm microtubule-associated protein-like 4 gene-anaplastic lymphoma kinase gene; IFN-γ: interferon-gamma; IFN-γR: interferon-gamma receptor; TGF-β1: tumor growth factor beta 1; TKIs: tyrosine kinase inhibitors; VEGF: vascular endothelial growth factor; PD-1: programmed-cell death; PD-L1: programmed-cell death ligand 1; TUSC2: tumor suppressor candidate 2; PI3K: phosphatidylinositol 3-kinase; Akt: Protein kinase B; mTOR: mammalian target of rapamycin; JAK: Janus kinase; STAT: signal transducer and activator of transcription; NF-κB: nuclear factor kappa-light-chain-enhancer of activated B cells; TP53: Tumor protein p53; STK11: Serine threonine kinase 11; DDR: DNA damage response and repair; BRCA1-2: breast cancer type 1 and 2 susceptibility proteins; ATM: Ataxia Telangiectasia Mutated; ATR: ATM related protein; RAS: Rat Sarcoma Viral Oncogene Homolog; MEK: Mitogen-activated ERK kinase; ERK: Extracellular signal-Regulated Kinases; AMPK: 5′ AMP-activated protein kinase; PTEN: Phosphatase and tensin homolog; AP1: Activator protein 1; DNMT1: DNA methyl-transferase 1; IRF: interferon regulatory factor; Me: methyl group P: phosphate group STING: stimulator of interferon genes; HIF-1α: Hypoxia-inducible factor 1-alpha HRE: hypoxia-response element HDAC: Histone deacetylase; HDACi: Histone deacetylase inhibitors; EMT: epithelial–mesenchymal transition; GSK3β: glycogen synthase kinase 3beta
