image,caption 
../abc\MTOR\31988639_page10_712_2.jpg,Like AKT ubiquitination also plays a key role in regulation of the mTOR pathway
../abc\MTOR\31988639_page10_712_2.jpg,E3 ubiquitin ligase TRAF6 is necessary for mTORC1 translocation to the lysosomes and the TRAF6-catalyzed K63 ubiquitination of mTOR regulates mTORC1 activationthrough p62 upon amino acid stimulation [63]
../abc\MTOR\31988639_page10_712_2.jpg,Nonetheless mTOR can be degradedby the ubiquitin proteasome pathway and Fbxw7 is an mTOR regulator that altered itsexpression in a manner opposite to mTOR which affects the activity of both mTORC1and mTORC2 [65 158]
../abc\MTOR\31988639_page10_712_2.jpg,Under mitochondrial stress maintenance of mTORC1 activity requires the ubiquitina-tion of mTOR at K2066 and K2306 catalyzed by Parkin which in turn promotes cellsurvival and growth [160]
../abc\MTOR\31988639_page10_712_2.jpg,K63 polyubiquitination and activation of mTOR bythe p62-TRAF6 complex in nutrient-activated cells
../abc\MTOR\31988639_page10_712_2.jpg,Circadian regulation of mTOR by the ubiquitin pathway in renal cell carcinoma
../abc\MTOR\31988639_page10_712_2.jpg,PI3K PTEN Akt and TSC mTOR signaling pathways ovarian dysfunction and infertility: anupdate
../abc\MTOR\31988639_page10_712_2.jpg,mTOR Signaling in Protein Translation Regulation: Implications in Cancer Genesis andTherapeutic Interventions
../abc\MTOR\31988639_page10_712_3.jpg,Upon the stimuli ofamino acid the K63-likaged poly-ubiquitination of mTOR indirectlyinduced by TRAF6 promotes themTORC1 activation to acceleratedownstream signaling in non-smallcell lung cancer
../abc\MTOR\31988639_page10_712_3.jpg,Under the condition of stimuli PI3K phosphorylates PIP2 to create PIP3 and recruits AKT to the plasma membraneto active PDK1 and mTOR complex which phosphorylates 4E-BP1 and p70 ribosomalS6 kinase that trigger ribosome biogenesis and translation in cell growth and division[61 117] Figs
../abc\MTOR\31988639_page10_712_3.jpg,3 Ubiquitination on mTOR signal affects the cross-talk between RAS-RAF-MEK and PI3K-AKT-mTOR pathways
../abc\MTOR\31988639_page10_712_3.jpg,In this pathway Fbxw7 is responsible for recognizing mTOR and executing the ubiquitination K48-Ub chains for further proteasome degradation to reduce the activity of mTORC1 and mTORC2
../abc\MTOR\31988639_page10_712_3.jpg,Upon the stimulation of amino acid K63-linked ubiquitin chains on mTOR are essential for activation of mTORC1 which is triggered by TRAF6 with the assistance of p62 and adaptor protein Raptor
../abc\MTOR\31988639_page10_712_3.jpg,The RAS-MEK-ERK and PI3K-AKT-mTOR pathways can negatively or positively regu-late each other’s activities in which the mammalian target of rapamycin mTOR is acore component sensor
../abc\MTOR\31988639_page10_712_3.jpg,mTOR a serine threonine protein kinase and the catalyticsubunit of complexes including mTORC1 and mTORC2 has been identified as thedownstream target of the PI3K AKT pathway that regulates processes including mRNAtranslation proliferation and survival [151 152]
../abc\MTOR\31988639_page10_712_3.jpg,The activity of mTORC1 can be regu-lated through the function of tuberous sclerosis complex TSC1 and TSC2 activatedby membrane localized AKT and enhances the GTPase activity of the mTOR activatorRheb [62 153] thereby promoting cell growth via up-regulation of protein synthesisthrough activation of 4E-BP1 and p70S6 kinase [63 154] Fig
../abc\MTOR\31988639_page10_712_3.jpg,Evidence hasshown that inhibition of the mTOR pathway represents a promising therapeutic ap-proach for lung cancer [64 156 157]
../abc\MTOR\31988639_page10_712_3.jpg,Like AKT ubiquitination also plays a key role in regulation of the mTOR pathway
../abc\MTOR\31988639_page10_712_3.jpg,E3 ubiquitin ligase TRAF6 is necessary for mTORC1 translocation to the lysosomes and the TRAF6-catalyzed K63 ubiquitination of mTOR regulates mTORC1 activationthrough p62 upon amino acid stimulation [63]
../abc\MTOR\31988639_page10_712_3.jpg,Nonetheless mTOR can be degradedby the ubiquitin proteasome pathway and Fbxw7 is an mTOR regulator that altered itsexpression in a manner opposite to mTOR which affects the activity of both mTORC1and mTORC2 [65 158]
../abc\MTOR\31988639_page10_712_3.jpg,Under mitochondrial stress maintenance of mTORC1 activity requires the ubiquitina-tion of mTOR at K2066 and K2306 catalyzed by Parkin which in turn promotes cellsurvival and growth [160]
../abc\MTOR\31988639_page10_712_3.jpg,K63 polyubiquitination and activation of mTOR bythe p62-TRAF6 complex in nutrient-activated cells
../abc\MTOR\31988639_page10_712_3.jpg,Circadian regulation of mTOR by the ubiquitin pathway in renal cell carcinoma
../abc\MTOR\31988639_page10_712_3.jpg,PI3K PTEN Akt and TSC mTOR signaling pathways ovarian dysfunction and infertility: anupdate
../abc\MTOR\31988639_page10_712_3.jpg,mTOR Signaling in Protein Translation Regulation: Implications in Cancer Genesis andTherapeutic Interventions
../abc\MTOR\32290309_page1_71_0.jpg,EML4-ALK echinoderm microtubule-associated protein-like 4-anaplastic lymphoma kinase; ALK anaplastic lymphoma kinase; PI3K phosphatidylinositol-3 kinase; mTOR mammalian target of rapamycin; RAS reticular activating system; MEK mitogen- activated extracellular signal regulated kinase; ERK extracellular signal-regulated kinase ERK ; JAK Janus kinase; STAT signal transducer and activator of transcription
../abc\MTOR\32549388_page2_94_0.jpg,PI3K AKT mTOR
../abc\MTOR\32549388_page2_94_0.jpg,Most of the combination treatments involving PI3K AKT mTOR inhibitors have only been studiedat the preclinical stage
../abc\MTOR\32549388_page2_94_0.jpg,KU-0063794 a potent and speciﬁc mTOR inhibitor can enhance the antitumor activity of erlotinib inTKI-sensitive PC9 cells and overcome erlotinib resistance in TKI-resistant H1650 cells [94]
../abc\MTOR\32549388_page2_94_0.jpg,Some miRNAs can promote TKI resistancevia activating the PI3K AKT mTOR signaling pathways
../abc\MTOR\32560574_page2_100_0.jpg,"rat ﬁbrosarcoma mitogen-activated proteinkinase kinase extracellular regulated kinase RAF MEK ERK , phosphoinositide 3-kinase proteinkinase B mechanistic target of rapamycin kinase PI3K AKT mTOR and Ral guanine nucleotidedissociation stimulator RALGDS-RA promoting cell proliferation diﬀerentiation or cell death [11–16] Figure 2"
../abc\MTOR\32560574_page2_100_0.jpg,RAF MEK PI3K and mTOR arerational therapeutic targets and their potential value has been evaluated in many NSCLC clinical trials
../abc\MTOR\32560574_page2_100_0.jpg,KRAS oncogenic signaling also involves PI3K AKT mTOR via the interaction with the catalyticsubunits of PI3K
../abc\MTOR\32560574_page2_100_0.jpg,However the mTOR inhibitor ridaforolimus as monotherapy displayed little clinical beneﬁt in a phaseII trial in KRAS mutant NSCLC resulting only in a modest increase in PFS [93]
../abc\MTOR\32560574_page2_100_0.jpg,Various phase Itrials have been investigating the eﬃcacy of targeting PI3K AKT mTOR pathway in combination withMEK inhibitors in patients with advanced-stage solid tumors including NSCLC [94–96]
../abc\MTOR\32560574_page2_100_0.jpg,One potential obstacle for clinical approval of this approach might be that drug dosagesfor a complete abrogation of RAS signaling through PI3K mTOR and MEK inhibition could be toohigh to be tolerated in humans [57]
../abc\MTOR\32560574_page2_100_0.jpg,The HSP90inhibitor AUY922 attenuated intrinsic resistance to PI3K and MEK inhibitors by suppressing bothPI3K AKT mTOR and RAF MEK ERK signaling in KRAS mutant NSCLC cells [100 101]
../abc\MTOR\32560574_page2_100_0.jpg,Hyperactivation of RAF MEK ERK RSK and PI3K AKT mTOR pathways was deﬁned asa key resistance mechanism to ganetespib [103]
../abc\MTOR\32560574_page2_100_0.jpg,Activity of p90 ribosomal S6 kinase p90RSK; a keyactivator of the mTOR pathway and an ERK downstream target was increased in KRAS mutant NSCLCganetespib resistant cells
../abc\MTOR\32560574_page2_100_0.jpg,Preclinical studies have suggested combinations of mTOR and MEK inhibitors in KRAS mutantlung cancers [120] but these attempts have proven challenging due to adverse events such as diarrhea skin rash and fatigue [121]
../abc\MTOR\32560574_page2_100_0.jpg,investigated the dependence of MEK and mTOR inhibitionin a panel of KRAS mutant and KRAS wildtype NSCLC cell lines and showed for the ﬁrst timethat inhibition of mTOR but not MEK contributes to the majority of the growth inhibition in this
../abc\MTOR\32560574_page2_100_0.jpg,There was no signiﬁcant additive diﬀerence in growth inhibition caused by mTORcompared with mTOR plus MEK inhibition in KRAS wildtype cells whereas the combination caused asigniﬁcantly greater growth inhibition than either compound alone in KRAS-mutated cells
../abc\MTOR\32560574_page2_100_0.jpg,The resultsfurther suggest that in terms of toxicity clinical trial designs using intermittent dosing should prioritizereducing the dose frequency of the MEK inhibitor rather than mTOR inhibitor
../abc\MTOR\32560574_page2_100_0.jpg,recently reported that combinations of clinically approved mTOR inhibitors and chemotherapeuticssynergized in inhibiting cell proliferation of KRAS mutant NSCLC cells in vitro and in vivo and theeﬃcacy of this approach correlated with the magnitude of mTOR activity induced by chemotherapyalone [123]
../abc\MTOR\32666476_page5_83_0.jpg,The diagram highlights the important markers like RAS RAF ERK PI3K AKT and mTOR of the disease and the mechanism of action of drugs against NSCLC details refer to text and ref
../abc\MTOR\32666476_page5_83_0.jpg,The diagram highlights the important markers like RAS RAF ERK PI3K AKT and mTOR of the disease and the mechanism of action of drugs against NSCLC details refer to text and ref
../abc\MTOR\32666476_page5_83_0.jpg,Signaling through the phosphatidylinositol 3-kinase PI3K  mammalian target of rapamycin mTOR axis is responsible for aerobic glycolysis mediated by glucose trans-porter in epidermal growth factor receptor EGFR -mutated lung adenocarcinoma
../abc\MTOR\32820012_page3_112_0.jpg,"The release of ligands and the consequent EGFR dimerisation can trigger multiple signalling transduction path-ways including Rat Sarcoma RAS  Rapidly Accelerated Fibrosarcoma RAF  Mitogen Activated Protein Kinases MAPKs  phos-phatidylinositol-3 kinase PI3K Akt , signal transducer and activator of transcription STAT and mammalian target of rapamycin mTOR"
../abc\MTOR\33024658_page1_35_0.jpg,AKT serine threonine-protein kinase AXL AXL receptor tyrosine kinase BAD BCL2 associated agonist of cell death ERK ex- tracellular signal-regulated kinase MEK mitogen-activated protein kinase ki- nase mTOR mammalian target of rapamycin NF-κB nuclear factor kappa B p38 p38 mitogen-activated protein kinase PI3K phosphoinositide 3-kinase RAS rat sarcoma virus homolog RAF RAF serine threonine-protein kinase SRC proto-oncogene tyrosine-protein kinase STAT signal transducer and activator of transcription VEGF vascular endothelial growth factor VEGFR vascular endothelial growth factor receptor
../abc\MTOR\33114576_page2_246_0.jpg,Upstream of KRAS the epidermal growth factor receptor EGFR activation by its ligand binding EGF induces PD-L1 expression on NSCLC cells through the phosphatidylinositol 3-kinase-Proteinkinase B-mammalian target of rapamycin PI3K Akt mTOR and the Janus kinase-signal transducerand activator of transcription JAK STAT pathways [22]
../abc\MTOR\33114576_page2_246_0.jpg,In EGFR-mutant NSCLC EGFR can increase PD-L1 expression through activation ofseveral pathways including MAPK [26 27] PI3K Akt mTOR [27 28] and JAK2 STAT1 and STAT3 inthe JAK STAT pathway [29 30]
../abc\MTOR\33114576_page2_246_0.jpg,"Similarly the presence of an anaplastic lymphoma kinase ALK rearrangement in NSCLC isassociated with high PD-L1 expression via activation of the MEK ERK, PI3K Akt mTOR pathways andSTAT3 [41–43]"
../abc\MTOR\33114576_page2_246_0.jpg,PI3K Akt mTOR
../abc\MTOR\33114576_page2_246_0.jpg,In this tumor type PD-L1 expression is increased by PI3K Akt mTOR activation mediated by either Phosphatase andtensin homolog PTEN inactivation or loss or mTOR activation [28 46 47]
../abc\MTOR\33114576_page2_246_0.jpg,Activated mTOR acts at thepost-transcriptional level by recruiting PD-L1 transcripts to active polysomes so that the PD-L1 proteinlevel is increased without a corresponding signiﬁcant elevation in mRNA levels [20]
../abc\MTOR\33114576_page2_246_0.jpg,Accordingly tumor suppressor candidate 2 TUSC2 overexpression determines reduced PD-L1 expression byimpairing eﬀect of EGFR mTOR and Akt activation on PD-L1 expression [48 49]
../abc\MTOR\33114576_page2_246_0.jpg,Recently in vitro study showed that treatment with pemetrexed enhanced PD-L1 expression both inits membrane-bound form and its soluble form in non-squamous NSCLC cell lines through activationof mTOR and STAT3 signaling pathways whereas other chemotherapeutic agents e
../abc\MTOR\33114576_page2_246_0.jpg,Targeting the PI3K AKT mTOR Pathway
../abc\MTOR\33114576_page2_246_0.jpg,The PI3K AKT mTOR pathway is a key regulator of PD-L1 expression in NSCLC since it mediatesboth constitutive and inducible expression resulting from either alteration of oncogenes e
../abc\MTOR\33324155_page5_579_0.jpg,The PI3K mammalian target of rapamycin mTOR pathwayis a targetable pathway in GBM
../abc\MTOR\33324155_page5_579_0.jpg,In this context the mTOR
../abc\MTOR\33435440_page2_101_0.jpg,"The dysregulation of the ROS1 kinase activity via the acquisition of certain gene fusionsleads to the activation of the downstream cascades of several oncogenic pathways such asPI3K-Akt mTOR RAS-MAPK ERK, VAV3 SHP-1 and SHP-2 which variably impact celldifferentiation proliferation growth and survival [56 58–60]"
../abc\MTOR\33562150_page1_85_0.jpg,"Thehigh levels of PD-L1 expression can be explained by the activation of oncogenic signalingpathways such as PI3K Akt mTOR and Ras Raf MAPKs, which are also the downstreamsignaling pathways of EGFR and MERTK [134 135]"
../abc\MTOR\33562150_page1_85_0.jpg,M2 macrophages reduce the effect of geﬁtinib by activating Akt mTOR ingeﬁtinib-resistant cell lines HCC827 GR
../abc\MTOR\33562150_page2_105_0.jpg,"Thehigh levels of PD-L1 expression can be explained by the activation of oncogenic signalingpathways such as PI3K Akt mTOR and Ras Raf MAPKs, which are also the downstreamsignaling pathways of EGFR and MERTK [134 135]"
../abc\MTOR\33562150_page2_105_0.jpg,M2 macrophages reduce the effect of geﬁtinib by activating Akt mTOR ingeﬁtinib-resistant cell lines HCC827 GR
../abc\MTOR\33562150_page4_139_0.jpg,"Thehigh levels of PD-L1 expression can be explained by the activation of oncogenic signalingpathways such as PI3K Akt mTOR and Ras Raf MAPKs, which are also the downstreamsignaling pathways of EGFR and MERTK [134 135]"
../abc\MTOR\33562150_page4_139_0.jpg,M2 macrophages reduce the effect of geﬁtinib by activating Akt mTOR ingeﬁtinib-resistant cell lines HCC827 GR
../abc\MTOR\33572782_page2_107_0.jpg,Inhibition of mTOR down-regulates hypoxia-inducible factor 1α HIF-1α  thereby negatively affecting angiogenesisand anaerobic glycolysis the “Warburg effect” [68]
../abc\MTOR\33572782_page2_107_0.jpg,Advances in molecular proﬁling haveidentiﬁed mutations or ampliﬁcations of speciﬁc genes involved in the mTOR pathway e
../abc\MTOR\33572782_page2_107_0.jpg,Noteworthy LKB1 AMPK and mTORC1 are recruited ontothe lysosomal surface upon glucose deprivation where they inhibit mTOR [70]
../abc\MTOR\33572782_page2_107_0.jpg,This ac-tivation of the LKB1 AMPK mTOR signaling pathway on lysosomes commits the cellsto basically cannibalize themselves via the autophagy-lysosomal pathway [71 72]
../abc\MTOR\33572782_page2_107_0.jpg,Inhibition of mTOR down-regulates hypoxia-inducible factor 1α HIF-1α  thereby negatively affecting angiogenesis and anaerobic glycolysis the “Warburg effect” [68]
../abc\MTOR\33572782_page2_107_0.jpg,Advances in molecular profiling have identified mutations or amplifications of specific genes involved in the mTOR pathway e
../abc\MTOR\33572782_page2_107_0.jpg,PIK3CA PTEN STK11 and RICTOR as the most common mechanism leading to mTOR hyperactivation [69]
../abc\MTOR\33572782_page2_107_0.jpg,Noteworthy LKB1 AMPK and mTORC1 are recruited onto the lyso-somal surface upon glucose deprivation where they inhibit mTOR [70]
../abc\MTOR\33572782_page2_107_0.jpg,This activation of the LKB1 AMPK mTOR signaling pathway on lysosomes commits the cells to basically can-nibalize themselves via the autophagy-lysosomal pathway [71 72]
../abc\PI3K\23885909_page5_123_0.jpg,After ligand binding EGFRdownstream signal activates major cellular pathways including the RAS RAF MAPK pathway responsiblefor cell proliferation and metastasis and the PI3K AKT mTor pathway responsible for cell survival 16
../abc\PI3K\23885909_page5_123_0.jpg,SeveralSMKIs are currently in development targeting the PI3K AKT mTOR pathway including PI-103 and OST 906 37
../abc\PI3K\25505733_page1_4_0.jpg,PIK3CA encodes the catalytic subunit of PI3K and mutations andampliﬁcation are seen in 2 and 12–17% of NSCLC cases 47 48
../abc\PI3K\25505733_page1_4_0.jpg,Trials of PI3K speciﬁckinase inhibitors are ongoing
../abc\PI3K\25505733_page1_4_0.jpg,PI3K can be activated by transmembrane receptor tyrosinekinases like EGFR or RAS through phosphorylation of AKT
../abc\PI3K\25557115_page0_125_0.jpg,Currently clinical trials are being conducted to study the therapeutic effects of MEK and PI3K inhibitors in cancer patients harbor-ing RAS mutations[2]
../abc\PI3K\25557115_page0_125_0.jpg,Interestingly it was observed that NSCLC cell lines carrying the KRAS G12C or G12V muta-tion have higher RAL GTPase activities and lower PI3K AKT or RAF-MEK-ERK pathway activation compared with cell lines carrying other KRAS mutations Figure 3 or wild-type KRAS[20]
../abc\PI3K\25557115_page0_125_0.jpg,Another common KRAS mutation at codon 12 the glycine to aspar-tate G12D mutation was shown to predominantly activate the PI3K AKT pathway[20] Figure 3
../abc\PI3K\25557115_page0_125_0.jpg,Since KRAS directly binds to PI3K this pathway can be activated irrespective of KRAS dimer forma-tion[20]
../abc\PI3K\25557115_page0_125_0.jpg,Drugs against the PI3K AKT and RAF-MEK-ERK pathways are used for the treatment of patients carrying RAS mutations
../abc\PI3K\25557115_page0_125_0.jpg,For example we expect that NSCLC patients carrying KRAS G12C or G12V mutations would respond to treatment with a RAL inhibitor whereas patients carrying KRAS G12D mutations should be treated with a PI3K inhibitor
../abc\PI3K\26579470_page1_13_0.jpg,"The principal pathways included: 1 RAS RAF MEK, 2 PI3K AKT and 3 JAK STAT pathways"
../abc\PI3K\26579470_page1_13_0.jpg,HER3 serves as a key activator of downstream PI3K AKT and MEK MAPK signal pathways through dimerization with other HER family proteins or other molecules
../abc\PI3K\26579470_page1_13_0.jpg,HER3 serves as akey activator of downstream PI3K AKT and MEK mitogen-activated protein kinase MAPK pathways and contributes tosurvival of the most tumor cells
../abc\PI3K\26579470_page1_13_0.jpg,As early as 2002 it had been suggested that IGF-1 receptor IGF-1R signaling through PI3K may represent a novel and potentiallyimportant mechanism of resistance to anti-EGFR therapy
../abc\PI3K\26579470_page1_13_0.jpg,Inhibition of IGF-IRsignaling disrupted the association of IRS-1 with PI3K andrestored the ability of geﬁtinib to down-regulate PI3K AKTsignaling and to inhibit cell growth
../abc\PI3K\26579470_page1_13_0.jpg,Concomitant inhibition ofboth EGFR and IGFIR was required to abort PI3K signaling andtreatment of the resistant cells with an IGFIR inhibitor restoredtheir sensitivity to EGFR TKIs
../abc\PI3K\26579470_page1_13_0.jpg,EGFRvIII expression is associated withthe activation of downstream PI3K AKT mTOR pathway and increasesproliferation and cell cycle progression mediated by a decrease in thelevel of p27KIP1
../abc\PI3K\26579470_page1_13_0.jpg,Beta1 subunit of integrin is an adhesion molecule sharingcommon downstream signaling elements with EGFR such asthe PI3K AKT and ERK1 2 pathways
../abc\PI3K\26579470_page1_13_0.jpg,This VEGF VEGFR2 signaling cascade via VEGFR2 PI3K mTOR induces anmTOR-dependent regulation of VEGF secretion30
../abc\PI3K\26579470_page1_13_0.jpg,PTEN dephosphorylates PI- 3 4 5 -triphosphate which mediatesactivation of AKT thereby negatively regulating the PI3K AKT mTOR pathway and leading to G1 cell cycle arrest and apoptosis
../abc\PI3K\26579470_page1_13_0.jpg,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56
../abc\PI3K\26579470_page2_41_0.jpg,"The principal pathways included: 1 RAS RAF MEK, 2 PI3K AKT and 3 JAK STAT pathways"
../abc\PI3K\26579470_page2_41_0.jpg,HER3 serves as a key activator of downstream PI3K AKT and MEK MAPK signal pathways through dimerization with other HER family proteins or other molecules
../abc\PI3K\26579470_page2_41_0.jpg,HER3 serves as akey activator of downstream PI3K AKT and MEK mitogen-activated protein kinase MAPK pathways and contributes tosurvival of the most tumor cells
../abc\PI3K\26579470_page2_41_0.jpg,As early as 2002 it had been suggested that IGF-1 receptor IGF-1R signaling through PI3K may represent a novel and potentiallyimportant mechanism of resistance to anti-EGFR therapy
../abc\PI3K\26579470_page2_41_0.jpg,Inhibition of IGF-IRsignaling disrupted the association of IRS-1 with PI3K andrestored the ability of geﬁtinib to down-regulate PI3K AKTsignaling and to inhibit cell growth
../abc\PI3K\26579470_page2_41_0.jpg,Concomitant inhibition ofboth EGFR and IGFIR was required to abort PI3K signaling andtreatment of the resistant cells with an IGFIR inhibitor restoredtheir sensitivity to EGFR TKIs
../abc\PI3K\26579470_page2_41_0.jpg,EGFRvIII expression is associated withthe activation of downstream PI3K AKT mTOR pathway and increasesproliferation and cell cycle progression mediated by a decrease in thelevel of p27KIP1
../abc\PI3K\26579470_page2_41_0.jpg,Beta1 subunit of integrin is an adhesion molecule sharingcommon downstream signaling elements with EGFR such asthe PI3K AKT and ERK1 2 pathways
../abc\PI3K\26579470_page2_41_0.jpg,This VEGF VEGFR2 signaling cascade via VEGFR2 PI3K mTOR induces anmTOR-dependent regulation of VEGF secretion30
../abc\PI3K\26579470_page2_41_0.jpg,PTEN dephosphorylates PI- 3 4 5 -triphosphate which mediatesactivation of AKT thereby negatively regulating the PI3K AKT mTOR pathway and leading to G1 cell cycle arrest and apoptosis
../abc\PI3K\26579470_page2_41_0.jpg,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56
../abc\PI3K\26579470_page3_62_0.jpg,"The principal pathways included: 1 RAS RAF MEK, 2 PI3K AKT and 3 JAK STAT pathways"
../abc\PI3K\26579470_page3_62_0.jpg,HER3 serves as a key activator of downstream PI3K AKT and MEK MAPK signal pathways through dimerization with other HER family proteins or other molecules
../abc\PI3K\26579470_page3_62_0.jpg,HER3 serves as akey activator of downstream PI3K AKT and MEK mitogen-activated protein kinase MAPK pathways and contributes tosurvival of the most tumor cells
../abc\PI3K\26579470_page3_62_0.jpg,As early as 2002 it had been suggested that IGF-1 receptor IGF-1R signaling through PI3K may represent a novel and potentiallyimportant mechanism of resistance to anti-EGFR therapy
../abc\PI3K\26579470_page3_62_0.jpg,Inhibition of IGF-IRsignaling disrupted the association of IRS-1 with PI3K andrestored the ability of geﬁtinib to down-regulate PI3K AKTsignaling and to inhibit cell growth
../abc\PI3K\26579470_page3_62_0.jpg,Concomitant inhibition ofboth EGFR and IGFIR was required to abort PI3K signaling andtreatment of the resistant cells with an IGFIR inhibitor restoredtheir sensitivity to EGFR TKIs
../abc\PI3K\26579470_page3_62_0.jpg,EGFRvIII expression is associated withthe activation of downstream PI3K AKT mTOR pathway and increasesproliferation and cell cycle progression mediated by a decrease in thelevel of p27KIP1
../abc\PI3K\26579470_page3_62_0.jpg,Beta1 subunit of integrin is an adhesion molecule sharingcommon downstream signaling elements with EGFR such asthe PI3K AKT and ERK1 2 pathways
../abc\PI3K\26579470_page3_62_0.jpg,This VEGF VEGFR2 signaling cascade via VEGFR2 PI3K mTOR induces anmTOR-dependent regulation of VEGF secretion30
../abc\PI3K\26579470_page3_62_0.jpg,PTEN dephosphorylates PI- 3 4 5 -triphosphate which mediatesactivation of AKT thereby negatively regulating the PI3K AKT mTOR pathway and leading to G1 cell cycle arrest and apoptosis
../abc\PI3K\26579470_page3_62_0.jpg,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56
../abc\PI3K\26579470_page6_135_0.jpg,"The principal pathways included: 1 RAS RAF MEK, 2 PI3K AKT and 3 JAK STAT pathways"
../abc\PI3K\26579470_page6_135_0.jpg,HER3 serves as a key activator of downstream PI3K AKT and MEK MAPK signal pathways through dimerization with other HER family proteins or other molecules
../abc\PI3K\26579470_page6_135_0.jpg,HER3 serves as akey activator of downstream PI3K AKT and MEK mitogen-activated protein kinase MAPK pathways and contributes tosurvival of the most tumor cells
../abc\PI3K\26579470_page6_135_0.jpg,As early as 2002 it had been suggested that IGF-1 receptor IGF-1R signaling through PI3K may represent a novel and potentiallyimportant mechanism of resistance to anti-EGFR therapy
../abc\PI3K\26579470_page6_135_0.jpg,Inhibition of IGF-IRsignaling disrupted the association of IRS-1 with PI3K andrestored the ability of geﬁtinib to down-regulate PI3K AKTsignaling and to inhibit cell growth
../abc\PI3K\26579470_page6_135_0.jpg,Concomitant inhibition ofboth EGFR and IGFIR was required to abort PI3K signaling andtreatment of the resistant cells with an IGFIR inhibitor restoredtheir sensitivity to EGFR TKIs
../abc\PI3K\26579470_page6_135_0.jpg,EGFRvIII expression is associated withthe activation of downstream PI3K AKT mTOR pathway and increasesproliferation and cell cycle progression mediated by a decrease in thelevel of p27KIP1
../abc\PI3K\26579470_page6_135_0.jpg,Beta1 subunit of integrin is an adhesion molecule sharingcommon downstream signaling elements with EGFR such asthe PI3K AKT and ERK1 2 pathways
../abc\PI3K\26579470_page6_135_0.jpg,This VEGF VEGFR2 signaling cascade via VEGFR2 PI3K mTOR induces anmTOR-dependent regulation of VEGF secretion30
../abc\PI3K\26579470_page6_135_0.jpg,PTEN dephosphorylates PI- 3 4 5 -triphosphate which mediatesactivation of AKT thereby negatively regulating the PI3K AKT mTOR pathway and leading to G1 cell cycle arrest and apoptosis
../abc\PI3K\26579470_page6_135_0.jpg,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56
../abc\PI3K\26579470_page7_156_0.jpg,"The principal pathways included: 1 RAS RAF MEK, 2 PI3K AKT and 3 JAK STAT pathways"
../abc\PI3K\26579470_page7_156_0.jpg,HER3 serves as a key activator of downstream PI3K AKT and MEK MAPK signal pathways through dimerization with other HER family proteins or other molecules
../abc\PI3K\26579470_page7_156_0.jpg,HER3 serves as akey activator of downstream PI3K AKT and MEK mitogen-activated protein kinase MAPK pathways and contributes tosurvival of the most tumor cells
../abc\PI3K\26579470_page7_156_0.jpg,As early as 2002 it had been suggested that IGF-1 receptor IGF-1R signaling through PI3K may represent a novel and potentiallyimportant mechanism of resistance to anti-EGFR therapy
../abc\PI3K\26579470_page7_156_0.jpg,Inhibition of IGF-IRsignaling disrupted the association of IRS-1 with PI3K andrestored the ability of geﬁtinib to down-regulate PI3K AKTsignaling and to inhibit cell growth
../abc\PI3K\26579470_page7_156_0.jpg,Concomitant inhibition ofboth EGFR and IGFIR was required to abort PI3K signaling andtreatment of the resistant cells with an IGFIR inhibitor restoredtheir sensitivity to EGFR TKIs
../abc\PI3K\26579470_page7_156_0.jpg,EGFRvIII expression is associated withthe activation of downstream PI3K AKT mTOR pathway and increasesproliferation and cell cycle progression mediated by a decrease in thelevel of p27KIP1
../abc\PI3K\26579470_page7_156_0.jpg,Beta1 subunit of integrin is an adhesion molecule sharingcommon downstream signaling elements with EGFR such asthe PI3K AKT and ERK1 2 pathways
../abc\PI3K\26579470_page7_156_0.jpg,This VEGF VEGFR2 signaling cascade via VEGFR2 PI3K mTOR induces anmTOR-dependent regulation of VEGF secretion30
../abc\PI3K\26579470_page7_156_0.jpg,PTEN dephosphorylates PI- 3 4 5 -triphosphate which mediatesactivation of AKT thereby negatively regulating the PI3K AKT mTOR pathway and leading to G1 cell cycle arrest and apoptosis
../abc\PI3K\26579470_page7_156_0.jpg,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56
../abc\PI3K\26675306_page3_47_0.jpg,A second class of molecular inhibitors that has been employed in thetreatment of pediatric leukemias is one directed against serine threoninekinases such as MAP kinase phosphatidylinositol 3′-kinase PI3K andAurora kinase
../abc\PI3K\26675306_page3_47_0.jpg,GDC-0941 and IC87114 two inhib-itors of PI3K directed against the alpha and delta subunits respectively reduced granulocyte macrophage-colony stimulating factor GM-CSF hypersensitivity in a mouse model of juvenile myelomonocytic leukemia[31]
../abc\PI3K\26675306_page3_47_0.jpg,PI3K AKT mTOR inhibitors
