PMID,sentence,gene 
31383005,STAT3 as a potential immunotherapy biomarker in oncogene-addictednon-small cell lung cancer,['STAT3']
31383005,The histone methyltransferase Ezh2 controls mechanisms of adaptiveresistance to tumor immunotherapy,['EZH2']
31383005,Resistance to PARPinhibitors by SLFN11 inactivation can be overcome by ATR inhibition,['SLFN11']
31387256,"The ErbB family includes EGFR ErbB1  ERBB2 HER2 neu , ERBB3 HER3  and ERBB4 HER4 [1 2]",['ERBB3']
31387256,The 2nd-generation EGFR-TKIs afatinib and dacomitinib have irreversible covalent binding to all ErbBreceptors EGFR ErbB2 ErbB4 and ErbB heterodimers  and are inactive to T790M mutation [23–26],['ERBB4']
31387256,Yes-Associated Protein YAP in Human NSCLC,['YAP']
31387256,YAP yes-associated protein is the main mediator of the Hippo also known as the Salvador–Warts–Hippo signaling pathway and negatively regulated by upstream components of the Hippo pathway,['YAP']
31387256,When the Hippo pathway is activated YAP will be sequestered by Hippo kinase in the cytoplasm and degraded,['YAP']
31387256,Conversely when the Hippo pathway is inactivated YAP will translocate into the nucleus to form the complexes with transcriptional enhancer factors TEF; also known as TEAD,['YAP']
31387256,The combination of YAP and TEAD in the nucleus activates transcription of downstream genes,['YAP']
31387256,In normal tissues the Hippo YAP pathway plays an important role in regulating organ size [60–64],['YAP']
31387256,Elevated levels and nuclear localization of YAP have been found in various cancers as a result of loss of Hippo signaling by mutation and downregulation of the core Hippo components,['YAP']
31387256,YAP has the ability to promote stem cell renewal and differentiation a crucial step in oncogenic transformation [58] and reportedly promotes cancer development in various human cancers including lung breast liver skin colon and ovarian cancer [60–64],['YAP']
31387256,In physiological conditions YAP is required for mammalian lung development and contributes to repair and regeneration after lung injury,['YAP']
31387256,Previous studies showed that a balance between nuclear and cytoplasmic YAP is critical in regulating proximal-distal patterning of the lung development in mouse models [65 66],['YAP']
31387256,YAP has been identified in human NSCLC and overexpression of YAP in NSCLC is associated with cancer progression and poor prognosis [67 68],['YAP']
31387256,Several previous studies reported that YAP also promotes cancer invasion drug resistance and metastasis in NSCLC [69–75],['YAP']
31387256,Inhibition of YAP increases cytotoxicity of chemotherapy and sensitivity to various target therapies including EGFR-TKIs BRAF and MEK inhibitors in NSCLC [70–73],"['MEK', 'YAP']"
31387256,Increased YAP expression in tumors harboring BRAF V600E mutation is a biomarker of worse initial response to RAF and MEK inhibitors in patients [70],"['MEK', 'YAP']"
31387256,The combination of YAP and RAF or MEK inhibition synergizes the cytotoxicity of RAF and MEK inhibitors to BRAF- and K-ras-mutant NSCLC cells [70],"['MEK', 'YAP']"
31387256,Few studies have investigated the role of YAP in promoting NSCLC metastasis in vivo,['YAP']
31387256,One study found that increased YAP expression was correlated with risk of metastasis and poor prognosis in clinical samples from NSCLC patients [67],['YAP']
31387256,Yes-Associated Protein YAP in Human NSCLC,['YAP']
31387256,YAP yes-associated protein is the main mediator of the Hippo also known as theSalvador–Warts–Hippo signaling pathway and negatively regulated by upstream components of theHippo pathway,['YAP']
31387256,When the Hippo pathway is activated YAP will be sequestered by Hippo kinase inthe cytoplasm and degraded,['YAP']
31387256,Conversely when the Hippo pathway is inactivated YAP will translocateinto the nucleus to form the complexes with transcriptional enhancer factors TEF; also known asTEAD,['YAP']
31387256,The combination of YAP and TEAD in the nucleus activates transcription of downstream genes,['YAP']
31387256,In normal tissues the Hippo YAP pathway plays an important role in regulating organ size [60–64],['YAP']
31387256,Elevated levels and nuclear localization of YAP have been found in various cancers as a result of lossof Hippo signaling by mutation and downregulation of the core Hippo components,['YAP']
31387256,YAP has theability to promote stem cell renewal and diﬀerentiation a crucial step in oncogenic transformation [58] and reportedly promotes cancer development in various human cancers including lung breast liver skin colon and ovarian cancer [60–64],['YAP']
31387256,In physiological conditions YAP is required for mammalian lung development and contributes torepair and regeneration after lung injury,['YAP']
31387256,Previous studies showed that a balance between nuclearand cytoplasmic YAP is critical in regulating proximal-distal patterning of the lung development inmouse models [65 66],['YAP']
31387256,YAP has been identiﬁed in human NSCLC and overexpression of YAP inNSCLC is associated with cancer progression and poor prognosis [67 68],['YAP']
31387256,Several previous studiesreported that YAP also promotes cancer invasion drug resistance and metastasis in NSCLC [69–75],['YAP']
31387256,Inhibition of YAP increases cytotoxicity of chemotherapy and sensitivity to various target therapiesincluding EGFR-TKIs BRAF and MEK inhibitors in NSCLC [70–73],"['MEK', 'YAP']"
31387256,Increased YAP expression intumors harboring BRAF V600E mutation is a biomarker of worse initial response to RAF and MEKinhibitors in patients [70],['YAP']
31387256,The combination of YAP and RAF or MEK inhibition synergizes thecytotoxicity of RAF and MEK inhibitors to BRAF- and K-ras-mutant NSCLC cells [70],"['MEK', 'YAP']"
31387256,Few studieshave investigated the role of YAP in promoting NSCLC metastasis in vivo,['YAP']
31387256,One study found thatincreased YAP expression was correlated with risk of metastasis and poor prognosis in clinical samplesfrom NSCLC patients [67],['YAP']
31387256,found that the tumor suppressor gene RASSF1A suppressesepithelial-to-mesenchymal transition EMT ability of human NSCLC cells by inhibiting YAP throughthe GEF-H1 RhoB pathway,['YAP']
31387256,They demonstrated that the eﬀect of inhibiting YAP by the RASSF1A gene,['YAP']
31387256,Another recent study found that NSCLC celllines H2030-BrM3 and PC9-BrM3 [75 76] with high potential for brain metastasis had increased YAPexpression when compared to their parental cell lines H2030 and PC9  and indicated that YAP plays animportant role in promoting NSCLC brain metastasis [77],['YAP']
31387256,This study also demonstrated that inhibitionof YAP decreases expression of its downstream genes connective tissue growth factor CTGF andcysteine-rich angiogenic inducer 61 CYR61  as well as migration and invasion abilities in H2030-BrM3cells,['YAP']
31387256,In addition direct inhibition of YAP by short hairpin RNA suppresses brain metastasis of NSCLCH2030-BrM3 cell line in a mouse model [77],['YAP']
31387256,Taken together the ﬁndings of these studiesprovide perspectives for further development and investigation of drugs targeting YAP for altering thedrug resistance in NSCLC,['YAP']
31387256,Further studies to investigate YAP as a therapeutic target for metastaticNSCLC without targetable driven mutation is also warranted,['YAP']
31387256,The Interaction between EGFR and YAP Signaling Pathways in NSCLC,['YAP']
31387256,The EGFR and its downstream signaling Src Ras Raf MEK ERK pathway are highly associatedwith human NSCLC [78–80],"['ERK', 'MEK']"
31387256,The EGFR MAPK ERK signaling pathway has crosstalk with theHippo YAP signaling pathway and is involved in the positive regulation of YAP oncogenic function invarious cancers [81–85],"['ERK', 'YAP']"
31387256,In one study [82] YAP was signiﬁcantly associated with ERK 1 2 expressionin clinical lung adenocarcinoma tissues by immunohistochemistry staining and inhibition of ERK1 2 downregulated YAP protein level expression through accelerating YAP protein degradation inhuman NSCLC cells,"['ERK', 'YAP']"
31387256,The same study also found that forced overexpression of the ERK2 gene rescuedYAP protein expression during ERK 1 2 depletion [82],['ERK']
31387256,Another study demonstrated that forcedoverexpression of YAP promotes resistance to EGFR-TKI erlotinib in EGFR mutant NSCLC cells and that knock down of YAP increases the cytotoxicity of erlotinib to NSCLC cell line H1975 L858R +T790M mutations [86],['YAP']
31387256,Several studies found that activation of YAP enhances the downstream geneexpression of EGFR ligands such as Amphiregulin AREG and Neuregulin 1 NRG-1  and ERBB3and ERBB4 to form an autocrine loop and reinforce the MAPK signaling pathway to induce cancerprogression and drug resistance [84–89],"['ERBB4', 'YAP']"
31387256,The EGFR MAPK signaling pathway was reported toregulate YAP through inhibiting Hippo kinases that phosphorylate and then degrade YAP proteinin cytoplasm [86],['YAP']
31387256,Two studies [95 96] reported that YAP appears to takeover K-ras as a cancer driver in K-ras mutant NSCLC and found that some K-ras mutant NSCLC cellsrelapsed after K-ras extinction without re-expression of the K-ras transgene,['YAP']
31387256,In addition YAP interacts with FOS to activate MAPK signaling toinduce an epithelial-mesenchymal transition EMT program in the absence of K-ras signaling in lungcancer [95–97],['YAP']
31387256,Together the ﬁndings of these studies suggest that YAP is a compensated central driverfor K-ras-dependent NSCLC when there is loss of K-ras signaling [95–97],['YAP']
31387256,The EGFR MAPK signalingpathway interacts with YAP positively to promote cancer progression drug resistance and metastasisin human NSCLC,['YAP']
31387256,Figure 3 summarizes the mechanism by which EGFR and YAP regulate PD-L1expression in human NSCLC according to the ﬁndings of previous studies,['YAP']
31387256,tion of EGF or activation of EGFR kinase domain induced PD-L1 expression may be through the activating Hippo yes-associated protein YAP signaling pathway in human NSCLC cells,['YAP']
31387256,The EGFR and YAP Signaling Pathways Regulate PD-L1 Expression in NSCLC,['YAP']
31387256,Stimulation of EGF or activation of EGFR kinase domain induced PD-L1 expression may be through the activating Hippo yes-associated protein YAP signaling pathway in human NSCLC cells,['YAP']
31387256,The EGFR and YAP Signaling Pathways Regulate PD-L1 Expression in NSCLC,['YAP']
31387256,Another study showed that inhibition of cytotoxic T lymphocyte antigen 4 CTLA4 induced PD-L1 expression through activation the EGFR ERK pathway in human NSCLC [104],['ERK']
31387256,The role of YAP in cancer immunity has just begun to be explored,['YAP']
31387256,YAP was reported to bea negative regulator of innate immunity because of its interaction with interferon regulatory factor3 [105 106],['YAP']
31387256,Recent studies found that YAP regulates tumor-associated immune cells in the tumormicroenvironment including MDSCs tumor-associated macrophages and regulatory T cells [107–109],['YAP']
31387256,These studies demonstrated that chemical YAP antagonism and knockout or blockade of YAP improvesantitumor immunity in mouse models which suggests that YAP is involved in regulating the immunecheckpoint [107–109],['YAP']
31387256,In human NSCLC tumor samples immunohistochemistry showed that positive nuclear YAP stainingwas signiﬁcantly associated with positive PD-L1 expression,['YAP']
31387256,Another recent studyshowed that forced overexpression of the YAP gene increased the PD-L1 protein expression level inNSCLC A549 cells which have low YAP and PD-L1 expression [111],['YAP']
31387256,A recent study that showed YAP regulates PD-L1 expression in EGFR-TKI-resistant NSCLC thatgeﬁtinib-resistant PC9 cells exon 19 deletion mutation have increased YAP and PD-L1 proteinexpression when compared to parental PC9 cells and that YAP knockdown decreased the expressionof PD-L1 in geﬁtinib-resistant PC9 cells [112],['YAP']
31387256,The ﬁndings of these studies indicate that YAP regulatesthe transcription and expression of PD-L1 in human NSCLC [110–113],['YAP']
31387256,YAP was identiﬁed as a critical mediator for c-Jun in several studies [116–119],['YAP']
31387256,Collectively the ﬁndings of these studies indicate that EGFR regulate PD-L1 expression at least partlythrough the YAP signaling pathway in human NSCLC,['YAP']
31387256,Targeting YAP Thrapy in Combination with ICIs in EGFR-TKI Resistant NSCLC,['YAP']
31387256,Therapies targeting YAP have been reported to be potential treatments to overcome EGFR-TKIresistance in human NSCLC [70 83 84 86 133],['YAP']
31387256,Therefore targeting YAP therapies may potentially enhancethe eﬃcacy anti-PD-L1 PD-1 ICIs for advanced NSCLC because YAP plays critical role in regulatingtumor immunity and PD-L1 expression,['YAP']
31387256,Small molecule inhibitors or drugs have beendiscovered that inhibit YAP including dasatinib statins A35 JQ1 norcantharidin agave MLN8237 and dobutamine [135],['YAP']
31387256,More in vitro and in vivo experiments are warranted to investigate the eﬃcacyof YAP inhibition in combination with anti-PD-L1 PD-1 ICIs for EGFR-TKI resistant NSCLC,['YAP']
31387256,An alternative strategy to inhibit YAP can focus on certain oncogenic pathways or mediators,['YAP']
31387256,For instance inhibition of MEK1 2 or ERK1 2 accelerates YAP degradation in human NSCLC [82],['YAP']
31387256,A recent study showed that the combination of MEK inhibitor anti-PD-1 PD-L1 antibodiessynergistically increased antitumor response and prolonged survival outcome in a mouse model [136],['MEK']
31387256,Cyclin-dependent kinase 1 CDK1 has been shown to phosphorylate YAP atmultiple sites during the G2 M phase of the cell cycle in cancer cells [138 139],['YAP']
31387256,Cyclin-dependent kinase9 CDK9 was shown to be a key component of transcription mediators and the elongation complexin promoting transcriptional activation driven by the YAP TEAD complex,['YAP']
31387256,CDK9 inhibitors are potential drugs that target YAP,['YAP']
31387256,Future work to investigate the eﬃcacy of YAP inhibitors in combination withanti-PD-1 PD-L-1 ICIs in NSCLC patients with acquired resistance to EGFR-TKIs is feasible,['YAP']
31387256,Figure 4summarizes the role of YAP in NSCLC with EGFR-independent resistance to EGFR-TKIs and thestrategies of YAP blockade in combination with anti-PD-1 PD-L1 ICIs,['YAP']
31387256,dependent kinase 9 CDK9 was shown to be a key component of transcription mediators and the elongation complex in promoting transcriptional activation driven by the YAP TEAD complex,['YAP']
31387256,Therefore CDK1 and CDK9 inhibitors are potential drugs that target YAP,['YAP']
31387256,Future work to investigate the efficacy of YAP inhibitors in combination with anti-PD-1 PD-L-1 ICIs in NSCLC patients with acquired resistance to EGFR-TKIs is feasible,['YAP']
31387256,Figure 4 summarizes the role of YAP in NSCLC with EGFR-independent resistance to EGFR-TKIs and the strategies of YAP blockade in combination with anti-PD-1 PD-L1 ICIs,['YAP']
31387256,In EGFR mutant NSCLC without targetable resistant mutations activation of YAP enhances the downstream genes expression of EGFs ERBB3 ERBB4 CTGF and CYR61 to form an autocrine loop and reinforce MAPK signaling pathway to induce cancer progression drugs resistance and immune escape,"['ERBB3', 'ERBB4', 'YAP']"
31387256,"YAP blockade by MEK 1 2, CDK1 CDK9 and YAP-TEAD complex inhibitors in combination with anti-PD-1 PD-L1 ICIs may be a future therapeutic strategy for the treatment of EGFR mutant NSCLC without targetable resistant mutations","['MEK', 'YAP']"
31387256,Our review indicates that the EGFR and YAP pathways regulate the tumor immune checkpoint PD-1 PD-L1 in EGFR-mutant NSCLC and that EGFR-TKIs are appropriate therapy prior to ICIs when sensitive mutations appear,['YAP']
31387256,Future work should focus on the efficacy of YAP inhibitors in combination with immune checkpoint PD-L1 PD-1 blockade in EGFR mutant NSCLC without targetable resistant mutations,['YAP']
31387256,In EGFR mutant NSCLC without targetable resistant mutations activation of YAP enhances the downstream genes expression of EGFs ERBB3 ERBB4 CTGF and CYR61 to form an autocrine loop and reinforce MAPK signaling pathway to induce cancer progression drugs resistance and immune escape,"['ERBB3', 'ERBB4', 'YAP']"
31387256,"YAP blockade by MEK 1 2, CDK1 CDK9 and YAP-TEAD complex inhibitors in combination with anti-PD-1 PD-L1 ICIs may be a future therapeutic strategy for the treatment of EGFR mutant NSCLC without targetable resistant mutations","['MEK', 'YAP']"
31387256,Our review indicates that the EGFR and YAP pathways regulate the tumor immune checkpointPD-1 PD-L1 in EGFR-mutant NSCLC and that EGFR-TKIs are appropriate therapy prior to ICIswhen sensitive mutations appear,['YAP']
31387256,Future work should focus on the eﬃcacy of YAP inhibitors incombination with immune checkpoint PD-L1 PD-1 blockade in EGFR mutant NSCLC without targetableresistant mutations,['YAP']
31387256,Genetic andpharmacological disruption of the TEAD-YAP complex suppresses the oncogenic activity of YAP,['YAP']
31387256,YAP TAZ for cancer therapy: Opportunities and challenges review,['YAP']
31387256,Repression of YAP by NCTD disruptsNSCLC progression,['YAP']
31387256,17-AAGsuppresses growth and invasion of lung adenocarcinoma cells via regulation of the LATS1 YAP pathway,['YAP']
31387256,The Hippo eﬀector YAP promotes resistance to RAF- and MEK-targeted cancer therapies,['YAP']
31387256,Norcantharidin reverses cisplatin resistance and inhibitsthe epithelial mesenchymal transition of human non-small lung cancer cells by regulating the YAP pathway,['YAP']
31387256,YAP TAZ Signaling and Resistance to Cancer Therapy,['YAP']
31387256,RASSF1A Suppresses the Invasion and Metastatic Potential ofHuman Non-Small Cell Lung Cancer Cells by Inhibiting YAP Activation through the GEF-H1 RhoB Pathway,['YAP']
31387256,1 TOB1 through modulation of the MAPK ERK pathway,['ERK']
31387256,YAP in MAPK pathway targeted therapy resistance,['YAP']
31387256,Inhibitionof ERK1 2 down-regulates the Hippo YAP signaling pathway in human NSCLC cells,['YAP']
31387256,YAP modiﬁes cancer cell sensitivity to EGFR and survivin inhibitors and is negatively regulated bythe non-receptor type protein tyrosine phosphatase 14,['YAP']
31387256,The Hippo YAP pathway interacts with EGFR signaling and HPV oncoproteins to regulatecervical cancer progression,['YAP']
31387256,Neuregulin 1-activated ERBB4 interacts with YAP to induce Hippopathway target genes and promote cell migration,"['ERBB4', 'YAP']"
31387256,"Neuregulin 1-activated ERBB4 as a ""dedicated"" receptor for the Hippo-YAP pathway",['ERBB4']
31387256,YAP forms autocrine loopswith the ERBB pathway to regulate ovarian cancer initiation and progression,['YAP']
31387256,YAP Is Essential for Treg-Mediated Suppression of Antitumor Immunity,['YAP']
31387256,Hippo eﬀector YAP directly regulates the expression of PD-L1 transcripts in EGFR-TKI-resistant lungadenocarcinoma,['YAP']
31387256,The Role of Yes-Associated Protein YAP in RegulatingProgrammed Death-Ligand 1 PD-L1 in Thoracic Cancer,['YAP']
31387256,Yes-associated protein YAP is acritical mediator of c-Jun-dependent apoptosis,['YAP']
31387256,Genome-wide association between YAP TAZ TEAD and AP-1 at enhancers drivesoncogenic growth,['YAP']
31387256,Enhanced YAP expression leads to EGFRTKI resistance in lung adenocarcinomas,['YAP']
31387256,A brief review: Somecompounds targeting YAP against malignancies,['YAP']
31387256,The Combination of MEK Inhibitor With Immunomodulatory Antibodies Targeting ProgrammedDeath 1 and Programmed Death Ligand 1 Results in Prolonged Survival in Kras p53-Driven Lung Cancer,['MEK']
31387256,TheHippo Pathway and YAP TAZ-TEAD Protein-Protein Interaction as Targets for Regenerative Medicine andCancer Treatment,['YAP']
31387256,CDK1 phosphorylation of YAP promotesmitotic defects and cell motility and is essential for neoplastic transformation,['YAP']
31387256,Targeting YAP in malignant pleural mesothelioma,['YAP']
31387256,YAP Drives Growth by Controlling Transcriptional Pause Release from DynamicEnhancers,['YAP']
31404976,PI3K mTOR Akt is one of the most commonly geneticallyaltered and deregulated oncogenic signaling pathways in cancer including lung cancer and especiallyNSCLC,['PI3K']
31404976,At the end of the 1990s phosphatase and tensin homolog deleted in chromosome 10 PTEN was discovered as a tumor suppressor gene and thereafter it was demonstrated that it acts as a masternegative regulator of the PI3K mTOR Akt pathway,['PI3K']
31404976,PTEN Biology,['PTEN']
31404976,PTEN is one of the most frequently inactivated tumor suppressor genes in cancer and its expressionis dramatically decreased in numerous cancer types [3],['PTEN']
31404976,PTEN was originally identiﬁed in 1997 whenindependent groups studying frequent mutations at the 10q23 locus in chromosome 10 suggestedPTEN as a candidate tumor suppressor gene [4],['PTEN']
31404976,The PTEN gene is structured by nine exons andencodes for a 403-aminoacid protein with dual lipid and protein phosphatase utility,['PTEN']
31404976,While othertumor suppressor genes follow the stepwise theory such as the hereditary or sporadic retinoblastoma  PTEN seems to escape from this classical two hit model and as was demonstrated in vivo even asubtle decrease of its levels could increase cancer susceptibility indicating a continuum for tumorsuppressor behavior [5 6],['PTEN']
31404976,The PI3K mTOR Akt pathway is a critical oncogenic signaling that controls a plethora of cellularevents,['PI3K']
31404976,Then the active PI3K phosphorylates the phosphatidylinositol-4 5-bisphosphate PIP2 generatingphosphatidylinositol-3 4 5-trisphosphate PIP3  which acts as a lipid second messenger stimulatingthe activation signals to Akt and mTOR complexes initiating cell proliferation survival and anabolicevents [8],['PI3K']
31404976,Physiologically PTEN patrols in proximity to this phosphorylation event preservinghomeostasis by removing a phosphate group from PIP3 and converting it back to the PIP2 inactive state,['PTEN']
31404976,In addition to this critical duty other important ﬁndings showed that PTEN facilitates fundamentalanti-oncogenic tasks such as maintenance of chromosomal stability and competence of DNA repair bypositively regulating the DNA repair protein RAD51 [9],['PTEN']
31404976,PTEN was described as forming homodimersfor acquiring the functional lipid phosphatase conﬁguration,['PTEN']
31404976,However PTEN mutants lack thecatalytical function associated with wild-type WT PTEN units and establish in a dominant negativemanner an inactive state,['PTEN']
31404976,Phosphorylation of PTEN C-tail inducesfolding and association with the rest of the protein body promoting a closed shape of PTEN shelling thebinding sites and thus negatively regulating its tumor suppressor function,['PTEN']
31404976,Nevertheless eradicationof the phosphorylation residues could restore PTEN to fully active conformation [11],['PTEN']
31404976,Interestingly both PTEN and PTEN-L an alternative less abundant transcriptional variant 173 amino acids longer were found to be secreted in the extracellular environment exerting their tumor suppressor propertiesinto the recipient cells in a cell autonomous manner a ﬁnding that might imply pharmaceutical utilityfor PTEN delivery Figure 1 [12–14],['PTEN']
31404976,"It is noteworthy that with the presence of two diﬀerent PTENpeptides two homodimers PTEN PTEN, PTEN-L PTEN-L and one heterodimer PTEN PTEN-L canbe formed likely enriching the spectrum of mediated activities [15]",['PTEN']
31404976,Phosphatase and tensin homolog deleted in chromosome 10 PTEN can exit the cell and with a paracrine manner can be engulfed by the recipient cell exerting also there its tumor suppressor role,['PTEN']
31404976,PI3K phosphoinositide 3-kinase; PIP2 phosphatidylinositol 4 5-bisphosphate; PIP3 phosphatidylinositol 3 4 5-trisphosphate; mTORC1 mTOR complex 1; mTORC2 mTOR complex 2,['PI3K']
31404976,PI3K mTOR Akt is usually aberrantly activated due to gene amplification and the gaining of function mutations of the catalytic subunits of PI3K or loss of function of the tumor suppressor gene PTEN [16],"['PI3K', 'PTEN']"
31404976,According to the Cancer Genome Atlas TCGA research network PTEN genetic alterations in SQLC are found in approximately 15% of cases while they are much less frequent in LUAD 3%,['PTEN']
31404976,These rates cannot explain the high prevalence of PTEN protein loss usually observed in lung cancer samples [17 18],['PTEN']
31404976,Indeed PTEN gene expression is tightly regulated by genetic epigenetic-driven mechanisms as well as through protein–protein interactions Figure 2 and Figure 3,['PTEN']
31404976,Phosphatase and tensin homolog deleted in chromosome 10 PTEN can exit the cell and with a paracrine manner can be engulfed by the recipient cell exerting also there its tumor suppressor role,['PTEN']
31404976,PI3K phosphoinositide 3-kinase; PIP2 phosphatidylinositol 4 5-bisphosphate; PIP3 phosphatidylinositol 3 4 5-trisphosphate; mTORC1 mTOR complex 1; mTORC2 mTOR complex 2,['PI3K']
31404976,PI3K mTOR Akt is usually aberrantly activated due to gene ampliﬁcation and the gaining offunction mutations of the catalytic subunits of PI3K or loss of function of the tumor suppressor genePTEN [16],['PI3K']
31404976,According to the Cancer Genome Atlas TCGA research network PTEN genetic alterationsin SQLC are found in approximately 15% of cases while they are much less frequent in LUAD 3%,['PTEN']
31404976,These rates cannot explain the high prevalence of PTEN protein loss usually observed in lungcancer samples [17 18],['PTEN']
31404976,PTEN Epigenetic Regulation,['PTEN']
31404976,At the epigenetic level SAL-like protein 4 SALL4 recruits a complex with nucleosome remodelingand histone deacetylate activity NuRD at the PTEN locus repressing its transcription [19],['PTEN']
31404976,Epigeneticsilencing of PTEN gene expression in diﬀerent cancers is also mediated by aberrant hypermethylationof CpG islands on its promoter [20 21],['PTEN']
31404976,In early-stage NSCLC evaluated by immunohistochemistry IHC  24% 30 125 of samples were PTEN negative,['PTEN']
31404976,Then 20 PTEN negative and 10 PTEN positivesamples were subjected to a methylation speciﬁc polymerase chain reaction PCR assay and PTENpromoter was methylated in 35% 7 20 of PTEN negative cases whereas no methylation was detectedin PTEN positive samples [22],['PTEN']
31404976,The negative impact of methylation on PTEN expression was conﬁrmed by inducingPTEN expression in a highly methylated NSCLC cell line upon the use of a demethylating agent [22],['PTEN']
31404976,"Methylation-speciﬁc PCR assay analysis of the PTEN promoter in a diﬀerent cohort of NSCLC samplesdetected methylation events in 26% 39 151 , albeit methylation status is not predictor for PTENexpression since unmethylated samples lacked PTEN expression as well [23]",['PTEN']
31404976,Multidisciplinary regulatory mechanisms of PTEN expression and function,['PTEN']
31404976,a PTEN is located on human chromosome 10q23,['PTEN']
31404976,PTEN activity can be enhanced by its homodimerization whereas mutated PTEN peptides render the homodimer inactive,['PTEN']
31404976,b Phosphorylation of the PTEN C-terminal tail induces an interaction with the C2 domain promoting the folding of the tail establishing a closed and inactive conformation,['PTEN']
31404976,"c PTEN is a phosphorylation and ubiquitination target for different factors which lead to inactivation degradation CK2 NEDD4 , while other factors exert a protective role CK1a",['PTEN']
31404976,Additional multidisciplinary regulatory mechanisms of PTEN expression and function,['PTEN']
31404976,a PTEN regulation by genetic mechanisms involves insertion deletion and mutations that lead to functionally impaired PTEN peptides,['PTEN']
31404976,b At a transcriptional level PTEN promoter can be found heavily methylated or deacetylated abrogating transcription initiation,['PTEN']
31404976,Additional multidisciplinary regulatory mechanisms of PTEN expression and function,['PTEN']
31404976,a PTEN regulation by genetic mechanisms involves insertion deletion and mutations that lead to functionally impaired PTEN peptides,['PTEN']
31404976,b At a transcriptional level PTEN promoter can be found heavily methylated or deacetylated abrogating transcription initiation,['PTEN']
31404976,or repress it BMI1 NF-κB etc,['BMI1']
31404976,c The 3′-UTR of PTEN mRNA is a direct target of numerous miRNAs which negatively regulate PTEN expression in a post-transcriptional level,['PTEN']
31404976,However PTEN pseudogene transcript as well as other protein-coding mRNA transcripts function as decoy ameliorating PTEN downregulation,['PTEN']
31404976,PIC preinitiation complex; SALL4 SAL-like protein 4; NuRD complex nucleosome remodeling and deacetylase complex; PPARγ peroxisome proliferator-activated receptor gamma; BMI1 polycomb complex protein BMI1; NF-κB nuclear factor kappa beta,['BMI1']
31404976,Multidisciplinary regulatory mechanisms of PTEN expression and function,['PTEN']
31404976,a PTEN is located on human chromosome 10q23,['PTEN']
31404976,PTEN activity can be enhanced by its homodimerization whereas mutated PTEN peptides render the homodimer inactive,['PTEN']
31404976,b Phosphorylation of the PTEN C-terminal tail induces an interaction with the C2 domain promoting the folding of the tail establishing a closed and inactive conformation,['PTEN']
31404976,"c PTEN is a phosphorylation and ubiquitination target for different factors which lead to inactivation degradation CK2 NEDD4 , while other factors exert a protective role CK1a",['PTEN']
31404976,Additional multidisciplinary regulatory mechanisms of PTEN expression and function,['PTEN']
31404976,a PTEN regulation by genetic mechanisms involves insertion deletion and mutations that lead to functionally impaired PTEN peptides,['PTEN']
31404976,b At a transcriptional level PTEN promoter can be found heavily methylated or deacetylated abrogating transcription initiation,['PTEN']
31404976,Additional multidisciplinary regulatory mechanisms of PTEN expression and function,['PTEN']
31404976,a PTEN regulation by genetic mechanisms involves insertion deletion and mutations that lead to functionally impaired PTEN peptides,['PTEN']
31404976,b At a transcriptional level PTEN promoter can be found heavily methylated or deacetylated abrogating transcription initiation,['PTEN']
31404976,or repress it BMI1 NF-κB etc,['BMI1']
31404976,c The 3′-UTR of PTEN mRNA is a direct target of numerous miRNAs which negatively regulate PTEN expression in a post-transcriptional level,['PTEN']
31404976,However PTEN pseudogene transcript as well as other protein-coding mRNA transcripts function as decoy ameliorating PTEN downregulation,['PTEN']
31404976,PIC preinitiation complex; SALL4 SAL-like protein 4; NuRD complex nucleosome remodeling and deacetylase complex; PPARγ peroxisome proliferator-activated receptor gamma; BMI1 polycomb complex protein BMI1; NF-κB nuclear factor kappa beta,['BMI1']
31404976,PTEN Post-Transcriptional Modulation by Non-Coding RNAs,['PTEN']
31404976,PTEN mRNA is highly susceptible to post-transcriptional control by diﬀerent non-coding RNAs innumerous cancer types including NSCLC Table 1,['PTEN']
31404976,Indeed miRNAs directly targeting PTEN includemiR-524 in osteosarcoma miR-146b in thyroid cancer and miR-205 in NSCLC [24–27],['PTEN']
31404976,Recently lncRNAgrowth arrest-speciﬁc 5 GAS5 was reported to recognize and target miR-205 decreasing its levels andallowing PTEN to increase in NSCLC cell lines [28],['PTEN']
31404976,The miR-21 is frequently upregulated in numerouscancer types and has been reported to directly target and repress PTEN expression in NSCLC [29],['PTEN']
31404976,Furthermore higher expression levels of miR-328 and lower expression levelsof PTEN were detected in cisplatin resistant compared with cisplatin sensitive NSCLC patients [31],['PTEN']
31404976,Another oncomiRNA manipulating PTEN levels is miR-130b which was reported as increased inNSCLC cisplatin resistant cells,['PTEN']
31404976,Its function is based on PTEN downregulation with a subsequent promotion of theWnt β-catenin signaling axis [32],['PTEN']
31404976,Indeed PTEN has been described as a negative regulator ofWnt β-catenin in NSCLC and prostate cancer mainly by aﬀecting β-catenin function [33 34],['PTEN']
31404976,More examples of epigeneticregulation of PTEN involve miR-29b miR-92a miR-183-5p miR-374b miR-494 and miR-4286 [36–41],['PTEN']
31404976,Interestingly the transcripts of PTEN pseudogene 1 PTENP1 which share highly homologous regionswith PTEN have started to attract increasing research attention,['PTEN']
